b: 3	h: 7	v: 2073	approx: 10	i: 20
static_evaluation: 2073	parent: None	daughters: [1632, 9281, -2026]	depth: 0	interesting: 15	is_interesting: True	
static_evaluation: 5818	parent: 5593	daughters: []	depth: 7	interesting: 84	is_interesting: False	
static_evaluation: 3446	parent: 5593	daughters: []	depth: 7	interesting: 62	is_interesting: False	
static_evaluation: -5371	parent: 5593	daughters: []	depth: 7	interesting: 26	is_interesting: False	
static_evaluation: 1851	parent: -1605	daughters: []	depth: 6	interesting: 96	is_interesting: False	
static_evaluation: 662	parent: 6584	daughters: [1502, 9261, -408]	depth: 5	interesting: 69	is_interesting: True	
static_evaluation: 1502	parent: 662	daughters: []	depth: 6	interesting: 51	is_interesting: False	
static_evaluation: 9261	parent: 662	daughters: []	depth: 6	interesting: 27	is_interesting: False	
static_evaluation: -408	parent: 662	daughters: []	depth: 6	interesting: 64	is_interesting: False	
static_evaluation: -6253	parent: 6584	daughters: [6310, 9330, 9954]	depth: 5	interesting: 33	is_interesting: True	
static_evaluation: 6310	parent: -6253	daughters: []	depth: 6	interesting: 93	is_interesting: False	
static_evaluation: 9330	parent: -6253	daughters: [86, 6794, -9075]	depth: 6	interesting: 14	is_interesting: True	
static_evaluation: 86	parent: 9330	daughters: []	depth: 7	interesting: 98	is_interesting: False	
static_evaluation: 6794	parent: 9330	daughters: [-6665, 9056, 3514]	depth: 7	interesting: 1	is_interesting: True	
static_evaluation: -6665	parent: 6794	daughters: []	depth: 8	interesting: 48	is_interesting: False	
static_evaluation: 9056	parent: 6794	daughters: []	depth: 8	interesting: 36	is_interesting: False	
static_evaluation: 3514	parent: 6794	daughters: []	depth: 8	interesting: 100	is_interesting: False	
static_evaluation: -9075	parent: 9330	daughters: [9802, 9129]	depth: 7	interesting: 7	is_interesting: True	
static_evaluation: 9802	parent: -9075	daughters: []	depth: 8	interesting: 62	is_interesting: False	
static_evaluation: 9129	parent: -9075	daughters: []	depth: 8	interesting: 66	is_interesting: False	
static_evaluation: 9954	parent: -6253	daughters: []	depth: 6	interesting: 89	is_interesting: False	
static_evaluation: -8943	parent: 9001	daughters: [8945, 9899, 9819]	depth: 4	interesting: 45	is_interesting: True	
static_evaluation: 8945	parent: -8943	daughters: [-88, 4647, -8658]	depth: 5	interesting: 57	is_interesting: True	
static_evaluation: -88	parent: 8945	daughters: []	depth: 6	interesting: 55	is_interesting: False	
static_evaluation: 4647	parent: 8945	daughters: []	depth: 6	interesting: 78	is_interesting: False	
static_evaluation: -8658	parent: 8945	daughters: [9261, 9332, 8966]	depth: 6	interesting: 0	is_interesting: True	
static_evaluation: 9261	parent: -8658	daughters: []	depth: 7	interesting: 98	is_interesting: False	
static_evaluation: 9332	parent: -8658	daughters: []	depth: 7	interesting: 48	is_interesting: False	
static_evaluation: 8966	parent: -8658	daughters: []	depth: 7	interesting: 76	is_interesting: False	
static_evaluation: 9899	parent: -8943	daughters: [-811, 7788, -9717]	depth: 5	interesting: 43	is_interesting: True	
static_evaluation: -811	parent: 9899	daughters: [7906, 9510, 7603, 956]	depth: 6	interesting: 12	is_interesting: True	
static_evaluation: 7906	parent: -811	daughters: [2762, -5188, -7671]	depth: 7	interesting: 3	is_interesting: True	
static_evaluation: 2762	parent: 7906	daughters: [8854, 5129, -2252]	depth: 8	interesting: 17	is_interesting: False	
static_evaluation: 8854	parent: 2762	daughters: []	depth: 9	interesting: 97	is_interesting: False	
static_evaluation: 5129	parent: 2762	daughters: [-4855, -2116, 1965, -1029]	depth: 9	interesting: 3	is_interesting: False	
static_evaluation: -4855	parent: 5129	daughters: []	depth: 10	interesting: 30	is_interesting: False	
static_evaluation: -2116	parent: 5129	daughters: []	depth: 10	interesting: 90	is_interesting: False	
static_evaluation: 1965	parent: 5129	daughters: []	depth: 10	interesting: 66	is_interesting: False	
static_evaluation: -1029	parent: 5129	daughters: [1180, 9795, 5927]	depth: 10	interesting: 5	is_interesting: False	
static_evaluation: 1180	parent: -1029	daughters: []	depth: 11	interesting: 86	is_interesting: False	
static_evaluation: 9795	parent: -1029	daughters: []	depth: 11	interesting: 96	is_interesting: False	
static_evaluation: 5927	parent: -1029	daughters: []	depth: 11	interesting: 20	is_interesting: False	
static_evaluation: -2252	parent: 2762	daughters: [5436, 3170, 2461]	depth: 9	interesting: 7	is_interesting: False	
static_evaluation: 5436	parent: -2252	daughters: []	depth: 10	interesting: 29	is_interesting: False	
static_evaluation: 3170	parent: -2252	daughters: []	depth: 10	interesting: 96	is_interesting: False	
static_evaluation: 2461	parent: -2252	daughters: []	depth: 10	interesting: 94	is_interesting: False	
static_evaluation: -5188	parent: 7906	daughters: []	depth: 8	interesting: 67	is_interesting: False	
static_evaluation: -7671	parent: 7906	daughters: []	depth: 8	interesting: 62	is_interesting: False	
static_evaluation: 9510	parent: -811	daughters: []	depth: 7	interesting: 21	is_interesting: False	
static_evaluation: 7603	parent: -811	daughters: [-7398, 5073, -5258]	depth: 7	interesting: 9	is_interesting: True	
static_evaluation: -7398	parent: 7603	daughters: []	depth: 8	interesting: 42	is_interesting: False	
static_evaluation: 5073	parent: 7603	daughters: []	depth: 8	interesting: 58	is_interesting: False	
static_evaluation: -5258	parent: 7603	daughters: []	depth: 8	interesting: 53	is_interesting: False	
static_evaluation: 956	parent: -811	daughters: []	depth: 7	interesting: 50	is_interesting: False	
static_evaluation: 7788	parent: 9899	daughters: []	depth: 6	interesting: 88	is_interesting: False	
static_evaluation: -9717	parent: 9899	daughters: []	depth: 6	interesting: 79	is_interesting: False	
static_evaluation: 9819	parent: -8943	daughters: [8948, 3636, -9558]	depth: 5	interesting: 85	is_interesting: False	
static_evaluation: 8948	parent: 9819	daughters: []	depth: 6	interesting: 67	is_interesting: False	
static_evaluation: 3636	parent: 9819	daughters: []	depth: 6	interesting: 79	is_interesting: False	
static_evaluation: -9558	parent: 9819	daughters: []	depth: 6	interesting: 82	is_interesting: False	
static_evaluation: 6086	parent: -576	daughters: [-5819, -4144, 158]	depth: 3	interesting: 68	is_interesting: True	
static_evaluation: -5819	parent: 6086	daughters: [7793, 9814, 6214]	depth: 4	interesting: 18	is_interesting: True	
static_evaluation: 7793	parent: -5819	daughters: [9433, -7654]	depth: 5	interesting: 12	is_interesting: True	
static_evaluation: 9433	parent: 7793	daughters: [9002, 1969, -9310]	depth: 6	interesting: 12	is_interesting: True	
static_evaluation: 9002	parent: 9433	daughters: [-8778]	depth: 7	interesting: 11	is_interesting: True	
static_evaluation: -8778	parent: 9002	daughters: []	depth: 8	interesting: 36	is_interesting: False	
static_evaluation: 1969	parent: 9433	daughters: []	depth: 7	interesting: 57	is_interesting: False	
static_evaluation: -9310	parent: 9433	daughters: []	depth: 7	interesting: 60	is_interesting: False	
static_evaluation: -7654	parent: 7793	daughters: []	depth: 6	interesting: 29	is_interesting: False	
static_evaluation: 9814	parent: -5819	daughters: [-9356, 4377]	depth: 5	interesting: 68	is_interesting: True	
static_evaluation: -9356	parent: 9814	daughters: [9720, 9593]	depth: 6	interesting: 9	is_interesting: True	
static_evaluation: 9720	parent: -9356	daughters: []	depth: 7	interesting: 80	is_interesting: False	
static_evaluation: 9593	parent: -9356	daughters: []	depth: 7	interesting: 28	is_interesting: False	
static_evaluation: 4377	parent: 9814	daughters: []	depth: 6	interesting: 33	is_interesting: False	
static_evaluation: 6214	parent: -5819	daughters: [6957, 672, -6039]	depth: 5	interesting: 84	is_interesting: False	
static_evaluation: 6957	parent: 6214	daughters: []	depth: 6	interesting: 80	is_interesting: False	
static_evaluation: 672	parent: 6214	daughters: []	depth: 6	interesting: 99	is_interesting: False	
static_evaluation: -6039	parent: 6214	daughters: []	depth: 6	interesting: 48	is_interesting: False	
static_evaluation: -4144	parent: 6086	daughters: [7890, 8687, 4444, 4545, 7412, 9941]	depth: 4	interesting: 14	is_interesting: True	
static_evaluation: 7890	parent: -4144	daughters: [-7801]	depth: 5	interesting: 87	is_interesting: False	
static_evaluation: -7801	parent: 7890	daughters: []	depth: 6	interesting: 26	is_interesting: False	
static_evaluation: 8687	parent: -4144	daughters: [-8573, 6296, 789, 8532, 9601, -8572]	depth: 5	interesting: 13	is_interesting: True	
static_evaluation: -8573	parent: 8687	daughters: [9534, 9441, 8653]	depth: 6	interesting: 9	is_interesting: True	
static_evaluation: 9534	parent: -8573	daughters: []	depth: 7	interesting: 55	is_interesting: False	
static_evaluation: 9441	parent: -8573	daughters: []	depth: 7	interesting: 95	is_interesting: False	
static_evaluation: 8653	parent: -8573	daughters: []	depth: 7	interesting: 76	is_interesting: False	
static_evaluation: 6296	parent: 8687	daughters: []	depth: 6	interesting: 36	is_interesting: False	
static_evaluation: 789	parent: 8687	daughters: []	depth: 6	interesting: 35	is_interesting: False	
static_evaluation: 8532	parent: 8687	daughters: []	depth: 6	interesting: 21	is_interesting: False	
static_evaluation: 9601	parent: 8687	daughters: []	depth: 6	interesting: 30	is_interesting: False	
static_evaluation: -8572	parent: 8687	daughters: [8665, 9537, 8886]	depth: 6	interesting: 0	is_interesting: True	
static_evaluation: 8665	parent: -8572	daughters: []	depth: 7	interesting: 95	is_interesting: False	
static_evaluation: 9537	parent: -8572	daughters: []	depth: 7	interesting: 57	is_interesting: False	
static_evaluation: 8886	parent: -8572	daughters: []	depth: 7	interesting: 100	is_interesting: False	
static_evaluation: 4444	parent: -4144	daughters: [6901, 674, -4293]	depth: 5	interesting: 37	is_interesting: True	
static_evaluation: 6901	parent: 4444	daughters: [-4250, 3629, -6366]	depth: 6	interesting: 0	is_interesting: True	
static_evaluation: -4250	parent: 6901	daughters: []	depth: 7	interesting: 99	is_interesting: False	
static_evaluation: 3629	parent: 6901	daughters: []	depth: 7	interesting: 40	is_interesting: False	
static_evaluation: -6366	parent: 6901	daughters: [6557, 9317, 6985]	depth: 7	interesting: 2	is_interesting: True	
static_evaluation: 6557	parent: -6366	daughters: []	depth: 8	interesting: 91	is_interesting: False	
static_evaluation: 9317	parent: -6366	daughters: [-8237, -2537, -9365]	depth: 8	interesting: 4	is_interesting: False	
static_evaluation: -8237	parent: 9317	daughters: []	depth: 9	interesting: 51	is_interesting: False	
static_evaluation: -2537	parent: 9317	daughters: []	depth: 9	interesting: 92	is_interesting: False	
static_evaluation: -9365	parent: 9317	daughters: []	depth: 9	interesting: 40	is_interesting: False	
static_evaluation: 6985	parent: -6366	daughters: []	depth: 8	interesting: 67	is_interesting: False	
static_evaluation: 674	parent: 4444	daughters: [9669, 5499, -386]	depth: 6	interesting: 3	is_interesting: True	
static_evaluation: 9669	parent: 674	daughters: []	depth: 7	interesting: 44	is_interesting: False	
static_evaluation: 5499	parent: 674	daughters: []	depth: 7	interesting: 26	is_interesting: False	
static_evaluation: -386	parent: 674	daughters: []	depth: 7	interesting: 62	is_interesting: False	
static_evaluation: -4293	parent: 4444	daughters: []	depth: 6	interesting: 96	is_interesting: False	
static_evaluation: 4545	parent: -4144	daughters: [-2051, -2329, -4132]	depth: 5	interesting: 54	is_interesting: True	
static_evaluation: -2051	parent: 4545	daughters: []	depth: 6	interesting: 77	is_interesting: False	
static_evaluation: -2329	parent: 4545	daughters: []	depth: 6	interesting: 74	is_interesting: False	
static_evaluation: -4132	parent: 4545	daughters: [7637, 5742, 4475]	depth: 6	interesting: 8	is_interesting: True	
static_evaluation: 7637	parent: -4132	daughters: []	depth: 7	interesting: 69	is_interesting: False	
static_evaluation: 5742	parent: -4132	daughters: [-5548, 2952, 8889]	depth: 7	interesting: 7	is_interesting: True	
static_evaluation: -5548	parent: 5742	daughters: []	depth: 8	interesting: 73	is_interesting: False	
static_evaluation: 2952	parent: 5742	daughters: []	depth: 8	interesting: 22	is_interesting: False	
static_evaluation: 8889	parent: 5742	daughters: []	depth: 8	interesting: 58	is_interesting: False	
static_evaluation: 4475	parent: -4132	daughters: [1286, 9658, -4282]	depth: 7	interesting: 10	is_interesting: True	
static_evaluation: 1286	parent: 4475	daughters: []	depth: 8	interesting: 98	is_interesting: False	
static_evaluation: 9658	parent: 4475	daughters: []	depth: 8	interesting: 28	is_interesting: False	
static_evaluation: -4282	parent: 4475	daughters: []	depth: 8	interesting: 96	is_interesting: False	
static_evaluation: 7412	parent: -4144	daughters: [8983, 5526, -6978]	depth: 5	interesting: 36	is_interesting: True	
static_evaluation: 8983	parent: 7412	daughters: []	depth: 6	interesting: 63	is_interesting: False	
static_evaluation: 5526	parent: 7412	daughters: []	depth: 6	interesting: 87	is_interesting: False	
static_evaluation: -6978	parent: 7412	daughters: []	depth: 6	interesting: 93	is_interesting: False	
static_evaluation: 9941	parent: -4144	daughters: [5635, 30, -9843]	depth: 5	interesting: 52	is_interesting: True	
static_evaluation: 5635	parent: 9941	daughters: []	depth: 6	interesting: 83	is_interesting: False	
static_evaluation: 30	parent: 9941	daughters: []	depth: 6	interesting: 95	is_interesting: False	
static_evaluation: -9843	parent: 9941	daughters: []	depth: 6	interesting: 34	is_interesting: False	
static_evaluation: 158	parent: 6086	daughters: [9119, 1463, -135]	depth: 4	interesting: 57	is_interesting: True	
static_evaluation: 9119	parent: 158	daughters: [6264, 2750, -8841]	depth: 5	interesting: 31	is_interesting: True	
static_evaluation: 6264	parent: 9119	daughters: [-5992, 320, -3286]	depth: 6	interesting: 6	is_interesting: True	
static_evaluation: -5992	parent: 6264	daughters: []	depth: 7	interesting: 78	is_interesting: False	
static_evaluation: 320	parent: 6264	daughters: []	depth: 7	interesting: 98	is_interesting: False	
static_evaluation: -3286	parent: 6264	daughters: []	depth: 7	interesting: 39	is_interesting: False	
static_evaluation: 2750	parent: 9119	daughters: [9909, 9555, -2482]	depth: 6	interesting: 2	is_interesting: True	
static_evaluation: 9909	parent: 2750	daughters: []	depth: 7	interesting: 50	is_interesting: False	
static_evaluation: 9555	parent: 2750	daughters: [-9384, -122, -3496, -4437]	depth: 7	interesting: 11	is_interesting: True	
static_evaluation: -9384	parent: 9555	daughters: []	depth: 8	interesting: 78	is_interesting: False	
static_evaluation: -122	parent: 9555	daughters: []	depth: 8	interesting: 64	is_interesting: False	
static_evaluation: -3496	parent: 9555	daughters: []	depth: 8	interesting: 42	is_interesting: False	
static_evaluation: -4437	parent: 9555	daughters: []	depth: 8	interesting: 48	is_interesting: False	
static_evaluation: -2482	parent: 2750	daughters: []	depth: 7	interesting: 61	is_interesting: False	
static_evaluation: -8841	parent: 9119	daughters: []	depth: 6	interesting: 86	is_interesting: False	
static_evaluation: 1463	parent: 158	daughters: [8860, 3280, -919]	depth: 5	interesting: 24	is_interesting: True	
static_evaluation: 8860	parent: 1463	daughters: []	depth: 6	interesting: 40	is_interesting: False	
static_evaluation: 3280	parent: 1463	daughters: []	depth: 6	interesting: 28	is_interesting: False	
static_evaluation: -919	parent: 1463	daughters: [5617, 6741, 1138]	depth: 6	interesting: 6	is_interesting: True	
static_evaluation: 5617	parent: -919	daughters: []	depth: 7	interesting: 33	is_interesting: False	
static_evaluation: 6741	parent: -919	daughters: []	depth: 7	interesting: 30	is_interesting: False	
static_evaluation: 1138	parent: -919	daughters: []	depth: 7	interesting: 71	is_interesting: False	
static_evaluation: -135	parent: 158	daughters: [309, 6763, 3837]	depth: 5	interesting: 38	is_interesting: True	
static_evaluation: 309	parent: -135	daughters: []	depth: 6	interesting: 35	is_interesting: False	
static_evaluation: 6763	parent: -135	daughters: []	depth: 6	interesting: 28	is_interesting: False	
static_evaluation: 3837	parent: -135	daughters: []	depth: 6	interesting: 91	is_interesting: False	
static_evaluation: 2025	parent: -576	daughters: [-1373, 8034, 1662]	depth: 3	interesting: 47	is_interesting: True	
static_evaluation: -1373	parent: 2025	daughters: [1879]	depth: 4	interesting: 52	is_interesting: True	
static_evaluation: 1879	parent: -1373	daughters: [-1267, 790, -1529]	depth: 5	interesting: 24	is_interesting: True	
static_evaluation: -1267	parent: 1879	daughters: []	depth: 6	interesting: 98	is_interesting: False	
static_evaluation: 790	parent: 1879	daughters: []	depth: 6	interesting: 84	is_interesting: False	
static_evaluation: -1529	parent: 1879	daughters: [6419, 6050, 1789]	depth: 6	interesting: 2	is_interesting: True	
static_evaluation: 6419	parent: -1529	daughters: []	depth: 7	interesting: 51	is_interesting: False	
static_evaluation: 6050	parent: -1529	daughters: [7984, 7622, -6064]	depth: 7	interesting: 9	is_interesting: True	
static_evaluation: 7984	parent: 6050	daughters: []	depth: 8	interesting: 89	is_interesting: False	
static_evaluation: 7622	parent: 6050	daughters: [1418, 3746, -7182]	depth: 8	interesting: 9	is_interesting: False	
static_evaluation: 1418	parent: 7622	daughters: [-1041, 3289, 5983]	depth: 9	interesting: 6	is_interesting: False	
static_evaluation: -1041	parent: 1418	daughters: []	depth: 10	interesting: 75	is_interesting: False	
static_evaluation: 3289	parent: 1418	daughters: []	depth: 10	interesting: 79	is_interesting: False	
static_evaluation: 5983	parent: 1418	daughters: []	depth: 10	interesting: 49	is_interesting: False	
static_evaluation: 3746	parent: 7622	daughters: []	depth: 9	interesting: 83	is_interesting: False	
static_evaluation: -7182	parent: 7622	daughters: []	depth: 9	interesting: 39	is_interesting: False	
static_evaluation: -6064	parent: 6050	daughters: []	depth: 8	interesting: 89	is_interesting: False	
static_evaluation: 1789	parent: -1529	daughters: []	depth: 7	interesting: 90	is_interesting: False	
static_evaluation: 8034	parent: 2025	daughters: [-7851, -6859, -6189]	depth: 4	interesting: 24	is_interesting: True	
static_evaluation: -7851	parent: 8034	daughters: [8002, 9994, 8517]	depth: 5	interesting: 95	is_interesting: False	
static_evaluation: 8002	parent: -7851	daughters: [-7954, 7398, 5628]	depth: 6	interesting: 8	is_interesting: True	
static_evaluation: -7954	parent: 8002	daughters: []	depth: 7	interesting: 86	is_interesting: False	
static_evaluation: 7398	parent: 8002	daughters: []	depth: 7	interesting: 44	is_interesting: False	
static_evaluation: 5628	parent: 8002	daughters: []	depth: 7	interesting: 83	is_interesting: False	
static_evaluation: 9994	parent: -7851	daughters: []	depth: 6	interesting: 66	is_interesting: False	
static_evaluation: 8517	parent: -7851	daughters: [-8081, 6762, -6835]	depth: 6	interesting: 13	is_interesting: True	
static_evaluation: -8081	parent: 8517	daughters: [8310, 9237, 8274]	depth: 7	interesting: 17	is_interesting: True	
static_evaluation: 8310	parent: -8081	daughters: []	depth: 8	interesting: 100	is_interesting: False	
static_evaluation: 9237	parent: -8081	daughters: []	depth: 8	interesting: 62	is_interesting: False	
static_evaluation: 8274	parent: -8081	daughters: []	depth: 8	interesting: 48	is_interesting: False	
static_evaluation: 6762	parent: 8517	daughters: []	depth: 7	interesting: 50	is_interesting: False	
static_evaluation: -6835	parent: 8517	daughters: []	depth: 7	interesting: 55	is_interesting: False	
static_evaluation: -6859	parent: 8034	daughters: [7532, 8389, 7201]	depth: 5	interesting: 65	is_interesting: True	
static_evaluation: 7532	parent: -6859	daughters: []	depth: 6	interesting: 88	is_interesting: False	
static_evaluation: 8389	parent: -6859	daughters: []	depth: 6	interesting: 25	is_interesting: False	
static_evaluation: 7201	parent: -6859	daughters: [-7193, 732, 8357]	depth: 6	interesting: 19	is_interesting: True	
static_evaluation: -7193	parent: 7201	daughters: []	depth: 7	interesting: 25	is_interesting: False	
static_evaluation: 732	parent: 7201	daughters: []	depth: 7	interesting: 71	is_interesting: False	
static_evaluation: 8357	parent: 7201	daughters: [378, 5572, -7836]	depth: 7	interesting: 9	is_interesting: True	
static_evaluation: 378	parent: 8357	daughters: []	depth: 8	interesting: 61	is_interesting: False	
static_evaluation: 5572	parent: 8357	daughters: []	depth: 8	interesting: 34	is_interesting: False	
static_evaluation: -7836	parent: 8357	daughters: [8413, 8011, 8007]	depth: 8	interesting: 12	is_interesting: False	
static_evaluation: 8413	parent: -7836	daughters: []	depth: 9	interesting: 51	is_interesting: False	
static_evaluation: 8011	parent: -7836	daughters: []	depth: 9	interesting: 71	is_interesting: False	
static_evaluation: 8007	parent: -7836	daughters: []	depth: 9	interesting: 48	is_interesting: False	
static_evaluation: -6189	parent: 8034	daughters: [6387, 6978, 9997]	depth: 5	interesting: 55	is_interesting: True	
static_evaluation: 6387	parent: -6189	daughters: []	depth: 6	interesting: 46	is_interesting: False	
static_evaluation: 6978	parent: -6189	daughters: []	depth: 6	interesting: 47	is_interesting: False	
static_evaluation: 9997	parent: -6189	daughters: []	depth: 6	interesting: 40	is_interesting: False	
static_evaluation: 1662	parent: 2025	daughters: [-1267, 699, 8460]	depth: 4	interesting: 22	is_interesting: True	
static_evaluation: -1267	parent: 1662	daughters: [1345, 6776, 7572]	depth: 5	interesting: 29	is_interesting: True	
static_evaluation: 1345	parent: -1267	daughters: []	depth: 6	interesting: 30	is_interesting: False	
static_evaluation: 6776	parent: -1267	daughters: []	depth: 6	interesting: 21	is_interesting: False	
static_evaluation: 7572	parent: -1267	daughters: [-7429, 8012, 6704]	depth: 6	interesting: 3	is_interesting: True	
static_evaluation: -7429	parent: 7572	daughters: []	depth: 7	interesting: 30	is_interesting: False	
static_evaluation: 8012	parent: 7572	daughters: []	depth: 7	interesting: 92	is_interesting: False	
static_evaluation: 6704	parent: 7572	daughters: []	depth: 7	interesting: 40	is_interesting: False	
static_evaluation: 699	parent: 1662	daughters: [2466, 5225, -592]	depth: 5	interesting: 47	is_interesting: True	
static_evaluation: 2466	parent: 699	daughters: [7523, 9326, -2384]	depth: 6	interesting: 2	is_interesting: True	
static_evaluation: 7523	parent: 2466	daughters: [-7219, 535, 7666]	depth: 7	interesting: 0	is_interesting: True	
static_evaluation: -7219	parent: 7523	daughters: []	depth: 8	interesting: 41	is_interesting: False	
static_evaluation: 535	parent: 7523	daughters: []	depth: 8	interesting: 44	is_interesting: False	
static_evaluation: 7666	parent: 7523	daughters: []	depth: 8	interesting: 43	is_interesting: False	
static_evaluation: 9326	parent: 2466	daughters: []	depth: 7	interesting: 58	is_interesting: False	
static_evaluation: -2384	parent: 2466	daughters: []	depth: 7	interesting: 56	is_interesting: False	
static_evaluation: 5225	parent: 699	daughters: []	depth: 6	interesting: 67	is_interesting: False	
static_evaluation: -592	parent: 699	daughters: [617, 9894, 2040]	depth: 6	interesting: 10	is_interesting: True	
static_evaluation: 617	parent: -592	daughters: []	depth: 7	interesting: 66	is_interesting: False	
static_evaluation: 9894	parent: -592	daughters: []	depth: 7	interesting: 93	is_interesting: False	
static_evaluation: 2040	parent: -592	daughters: []	depth: 7	interesting: 32	is_interesting: False	
static_evaluation: 8460	parent: 1662	daughters: [4322, 4054, -8384]	depth: 5	interesting: 26	is_interesting: True	
static_evaluation: 4322	parent: 8460	daughters: []	depth: 6	interesting: 75	is_interesting: False	
static_evaluation: 4054	parent: 8460	daughters: []	depth: 6	interesting: 92	is_interesting: False	
static_evaluation: -8384	parent: 8460	daughters: []	depth: 6	interesting: 75	is_interesting: False	
static_evaluation: 8817	parent: -576	daughters: [-19, -7861, -8410, -8604, -4266, -7264]	depth: 3	interesting: 9	is_interesting: True	
static_evaluation: -19	parent: 8817	daughters: [7794, 3716, 480]	depth: 4	interesting: 94	is_interesting: True	
static_evaluation: 7794	parent: -19	daughters: [-7631, 8392, 5437]	depth: 5	interesting: 89	is_interesting: False	
static_evaluation: -7631	parent: 7794	daughters: []	depth: 6	interesting: 35	is_interesting: False	
static_evaluation: 8392	parent: 7794	daughters: []	depth: 6	interesting: 62	is_interesting: False	
static_evaluation: 5437	parent: 7794	daughters: []	depth: 6	interesting: 27	is_interesting: False	
static_evaluation: 3716	parent: -19	daughters: [223, 7356, -3533]	depth: 5	interesting: 74	is_interesting: True	
static_evaluation: 223	parent: 3716	daughters: [9237, 2149, 1355, 159]	depth: 6	interesting: 4	is_interesting: True	
static_evaluation: 9237	parent: 223	daughters: [8844, -690, -9181]	depth: 7	interesting: 2	is_interesting: True	
static_evaluation: 8844	parent: 9237	daughters: []	depth: 8	interesting: 68	is_interesting: False	
static_evaluation: -690	parent: 9237	daughters: []	depth: 8	interesting: 66	is_interesting: False	
static_evaluation: -9181	parent: 9237	daughters: []	depth: 8	interesting: 29	is_interesting: False	
static_evaluation: 2149	parent: 223	daughters: [-2061, 6891, 5438, 6374, 8765]	depth: 7	interesting: 1	is_interesting: True	
static_evaluation: -2061	parent: 2149	daughters: []	depth: 8	interesting: 60	is_interesting: False	
static_evaluation: 6891	parent: 2149	daughters: []	depth: 8	interesting: 28	is_interesting: False	
static_evaluation: 5438	parent: 2149	daughters: []	depth: 8	interesting: 75	is_interesting: False	
static_evaluation: 6374	parent: 2149	daughters: [-6302, 3571, -2105]	depth: 8	interesting: 17	is_interesting: False	
static_evaluation: -6302	parent: 6374	daughters: []	depth: 9	interesting: 43	is_interesting: False	
static_evaluation: 3571	parent: 6374	daughters: [-3222, 3380, 365, 4411]	depth: 9	interesting: 17	is_interesting: False	
static_evaluation: -3222	parent: 3571	daughters: [3449, 7280, 4844]	depth: 10	interesting: 17	is_interesting: False	
static_evaluation: 3449	parent: -3222	daughters: []	depth: 11	interesting: 62	is_interesting: False	
static_evaluation: 7280	parent: -3222	daughters: []	depth: 11	interesting: 97	is_interesting: False	
static_evaluation: 4844	parent: -3222	daughters: []	depth: 11	interesting: 68	is_interesting: False	
static_evaluation: 3380	parent: 3571	daughters: []	depth: 10	interesting: 61	is_interesting: False	
static_evaluation: 365	parent: 3571	daughters: []	depth: 10	interesting: 48	is_interesting: False	
static_evaluation: 4411	parent: 3571	daughters: []	depth: 10	interesting: 84	is_interesting: False	
static_evaluation: -2105	parent: 6374	daughters: []	depth: 9	interesting: 44	is_interesting: False	
static_evaluation: 8765	parent: 2149	daughters: []	depth: 8	interesting: 70	is_interesting: False	
static_evaluation: 1355	parent: 223	daughters: [-1125, 6462, 84]	depth: 7	interesting: 11	is_interesting: True	
static_evaluation: -1125	parent: 1355	daughters: []	depth: 8	interesting: 53	is_interesting: False	
static_evaluation: 6462	parent: 1355	daughters: []	depth: 8	interesting: 76	is_interesting: False	
static_evaluation: 84	parent: 1355	daughters: []	depth: 8	interesting: 29	is_interesting: False	
static_evaluation: 159	parent: 223	daughters: [220, 9599, 9154]	depth: 7	interesting: 19	is_interesting: True	
static_evaluation: 220	parent: 159	daughters: []	depth: 8	interesting: 48	is_interesting: False	
static_evaluation: 9599	parent: 159	daughters: []	depth: 8	interesting: 85	is_interesting: False	
static_evaluation: 9154	parent: 159	daughters: [6377, -3277, -8932]	depth: 8	interesting: 7	is_interesting: False	
static_evaluation: 6377	parent: 9154	daughters: []	depth: 9	interesting: 99	is_interesting: False	
static_evaluation: -3277	parent: 9154	daughters: [3272, 9087, 5814]	depth: 9	interesting: 1	is_interesting: False	
static_evaluation: 3272	parent: -3277	daughters: []	depth: 10	interesting: 90	is_interesting: False	
static_evaluation: 9087	parent: -3277	daughters: []	depth: 10	interesting: 32	is_interesting: False	
static_evaluation: 5814	parent: -3277	daughters: []	depth: 10	interesting: 20	is_interesting: False	
static_evaluation: -8932	parent: 9154	daughters: []	depth: 9	interesting: 67	is_interesting: False	
static_evaluation: 7356	parent: 3716	daughters: []	depth: 6	interesting: 55	is_interesting: False	
static_evaluation: -3533	parent: 3716	daughters: []	depth: 6	interesting: 38	is_interesting: False	
static_evaluation: 480	parent: -19	daughters: [2792, 8165, -210, -221, 5360, 7351]	depth: 5	interesting: 8	is_interesting: True	
static_evaluation: 2792	parent: 480	daughters: []	depth: 6	interesting: 99	is_interesting: False	
static_evaluation: 8165	parent: 480	daughters: [-7817, -2098, 3569, 7989]	depth: 6	interesting: 14	is_interesting: True	
static_evaluation: -7817	parent: 8165	daughters: [8008, 8226, 8121]	depth: 7	interesting: 19	is_interesting: True	
static_evaluation: 8008	parent: -7817	daughters: []	depth: 8	interesting: 86	is_interesting: False	
static_evaluation: 8226	parent: -7817	daughters: []	depth: 8	interesting: 43	is_interesting: False	
static_evaluation: 8121	parent: -7817	daughters: []	depth: 8	interesting: 75	is_interesting: False	
